Level,Sentence,level_id,tense ,tense_id
A2,I buy magazines and newspapers from the newsagent's,1,present simple,15
A2,It's next to a restaurant,1,present simple,15
A2,What's your niece's name,1,present simple,15
A2,I'm from Nigeria. I'm Nigerian,1,present simple,15
A2,City life is sometimes noisy,1,present simple,15
A2,It comes with some noodles,1,present simple,15
A2,There are more mountains in the north,1,present simple,15
A2,He noticed a bag between the seats,1,past simple,23
A2,She works in a hospital and helps sick people. She's a nurse,1,present simple,15
A2,Al Hasa is the largest oasis in Saudi Arabia,1,present simple,15
A2,They say that office workers are happy because they usually work as part of a team,1,present simple,15
A2,I live in an old town,1,present simple,15
A2,My house is very old-fashioned,1,present simple,15
A2,I'd like some olives instead; please,1,present simple,15
A2,My bed is on a shelf,1,present simple,15
A2,I do a lot of my shopping online,1,present simple,15
A2,Near Coober Pedy; there are opals under the ground,1,present simple,15
A2,She opened the window,1,past simple,23
A2,I sometimes go to the opera with my cousin,1,present simple,15
A2,What's your opinion; Jan,1,present simple,15
A2,The building is opposite a 24-hour garage,1,present simple,15
A2,Organize a sports event,1,present simple,15
A2,I work from home; so I keep everything tidy and organized,1,present simple,15
A2,I often have lunch outside a café or a restaurant,1,present perfect,13
A2,The oven is very hot,1,present simple,15
A2,Paint the classrooms,1,present simple,15
A2,My uncle is a painter,1,present simple,15
A2,I've had lots of drawing and painting lessons,1,present simple,15
A2,His father's from Pakistan. He's Pakistani,1,present simple,15
A2,It's next to the palace,1,present simple,15
A2,You usually need your passport to travel from here,1,present simple,15
A2,I'd like a pear,1,future simple,7
A2,25 million passengers travel on 11;000 trains every day in India,1,present simple,15
A2,Do you pay for tea and coffee at work,1,present simple,15
A2,My grandmother works part-time as a cleaner,1,present simple,15
A2,We can have pasta any day,1,future perfect,5
A2,The first group took more paper clips,1,past simple,23
A2,Melanie Szabo studies penguins,1,present simple,15
A2,His English is perfect,1,present simple,15
A2,Manu takes pictures with his camera. He's a photographer,1,present simple,15
A2,Do physical jobs around the house,1,present simple,15
A2,In the mornings; we study things like physics,1,present simple,15
A2,I play the piano at a cinema in town,1,present simple,15
A2,My brother flies planes. He's a pilot,1,present simple,15
A2,I think your place of work is very important,1,present simple,15
A2,Thanks; but I'm afraid I have plans for tonight,1,present simple,15
A2,Plant a tree,1,present simple,15
A2,I have a beautiful old set of plates and bowls for when people come for dinner,1,present simple,15
A2,Which platform does it leave from,1,present simple,15
A2,I love going to the theatre to see a play,1,present simple,15
A2,I played football when I was a child,1,past simple,23
A2,In sport; for example; there is usually a team of people helping the player of individual sports,1,present continuous,11
A2,Serena catches criminals and makes people feel safe. She's a police officer,1,present simple,15
A2,There's a Polish supermarket next to our house,1,present simple,15
A2,It's very poor value,1,present simple,15
A2,They were very popular with the people watching because they tried so hard,1,present simple,15
A2,Is José Portuguese,1,present simple,15
A2,When was the last time you posted a letter,1,past simple,23
A2,Where's the post office,1,present simple,15
A2,The first vending machines were in London in the 1880s and they sold postcards,1,past simple,23
A2,I prefer comedies,1,present simple,15
A2,The average American family today spends just 27 minutes a day preparing meals,1,present continuous,11
A2,When was the last time you prepared a meal,1,past simple,23
A2,He won many prizes,1,past simple,23
A2,Their first product was an electric rice cooker,1,past simple,23
A2,Melanie Szabo is a professor,1,present simple,15
A2,They met again to talk about their progress,1,present simple,15
A2,She goes to morning classes at quarter to nine,1,present simple,15
A2,She's very quiet,1,present simple,15
A2,Why are you talking so quietly,1,present continuous,11
A2,It is quite far from the usual tourist spots of Brazil,1,present simple,15
A2,What can you tell me about Indian railways,1,future simple,7
A2,He stops for a break in the morning at quarter past ten,1,present simple,15
A2,You have to stand in a queue,1,present simple,15
A2,What time does public transport stop,1,present simple,15
A2,There isn't a railway station,1,present simple,15
A2,It's cloudy this morning but dry; so we don't expect any rain,1,present simple,15
A2,The ruins are in the middle of a rainforest and they're really beautiful,1,present simple,15
A2,Can you buy a bottle of rainwater for $11 these days,1,future simple,7
A2,It's cloudy and rainy here today,1,present simple,15
A2,She ran a marathon,1,past simple,23
A2,In my free time I like to listen to music or read a book,1,present simple,15
A2,She is wearing her reading glasses,1,present continuous,11
A2,A lot of people buy ready-made meals,1,present simple,15
A2,It is really important for the local area,1,present simple,15
A2,Would you like a receipt,1,present simple,15
A2,When was the last time you received an email,1,past simple,23
A2,I recommend it to everyone,1,present simple,15
A2,He also tried to reduce the size of sweet drinks,1,present simple,15
A2,Leila and Mike are relaxing at home,1,present continuous,11
A2,I normally rent an apartment by the sea,1,past simple,23
A2,Repair some broken furniture,1,present simple,15
A2,Do we have a reply from them,1,present simple,15
A2,New research shows that video gamers don't live in the real world,1,present simple,15
A2,What are the residents like in your neighbourhood,1,present simple,15
A2,I work in a restaurant,1,present simple,15
A2,My parents are both retired,1,present simple,15
A2,Would you like a single or return,1,future simple,7
A2,He returned the money to his boss,1,past simple,23
A2,When I buy something I don't like; I return it to the shop,1,present simple,15
A2,We have some rice,1,present simple,15
A2,Ride a bicycle,1,present simple,15
A2,The sun rises at about half past five in the morning,1,present simple,15
A2,Which river is the longest in the world,1,present simple,15
A2,To roast meat; you need a very hot oven,1,present simple,15
A2,I prefer romantic films,1,present simple,15
A2,There are wonderful views of the city from the rooftop restaurant,1,present simple,15
A2,New gadgets and technology can help us change our routine and get more healthy,1,present simple,15
A2,My favourite thing was the ruins of a Mayan city in Tikal,1,past simple,23
A2,Fauja didn't run marathons when he was young,1,present simple,15
A2,My neighbour is Russian,1,present simple,15
A2,Can I have some salad with that as well; please,1,present simple,15
A2,His salary is really good. He earns a lot of money,1,present simple,15
A2,I stand outside and wait for the shops to open on the first day of the sales,1,present simple,15
A2,We buy sandwiches at lunchtime,1,present simple,15
A2,There are lots of beautiful sandy beaches on the coast,1,present simple,15
A2,I've got three saucepans in my kitchen,1,present perfect,13
A2,I saw him outside the cinema yesterday afternoon,1,past simple,23
A2,I play the saxophone,1,present simple,15
A2,My sister is always really scared when she sees a spider,1,present simple,15
A2,Take a hat or scarf to wear on your head,1,present simple,15
A2,Sometimes you don't want to look because they're scary,1,present simple,15
A2,Avatar is a science fiction film,1,present simple,15
A2,Bird Island is an important scientific research centre,1,present simple,15
A2,Every year lots of scientists visit the island,1,present simple,15
A2,He got a low score in the test,1,past simple,23
A2,I thought the sculptures in the park were a bit boring,1,past simple,23
A2,Sven Olafsson studies seals,1,present simple,15
A2,You don't have to wear a seat belt for the whole journey on a plane,1,present simple,15
A2,What is the secret to good health,1,present simple,15
A2,I've already seen that film,1,present perfect,13
A2,It can make you look serious and important,1,present simple,15
A2,It's set in the future,1,present perfect,13
A2,My bed is on a shelf above the kitchen,1,present simple,15
A2,The sun is going to shine all afternoon,1,present simple,15
A2,The shops open at half past eight in the morning,1,present simple,15
A2,I buy things from a shopping centre. I prefer them to small shops,1,present simple,15
A2,Mike is wearing shorts,1,present continuous,11
A2,When was the last time you shouted at someone,1,past simple,23
A2,I sometimes have a shower in the morning,1,present simple,15
A2,They often have space sickness,1,present simple,15
A2,We don't go sightseeing,1,present simple,15
A2,At my cinema; they have a lot of old; silent movies; so they need someone to play music,1,present simple,15
A2,I enjoy a simple life,1,present simple,15
A2,She's a singer in a band,1,present simple,15
A2,Is Sylvie single,1,present simple,15
A2,Just a single; please,1,present simple,15
A2,In the kitchen; there's a sink,1,present simple,15
A2,How old is your sister,1,present simple,15
A2,Anita is wearing a skirt and top,1,present continuous,11
A2,Sleep seven to eight hours a night,1,present simple,15
A2,He's a light sleeper,1,present simple,15
A2,They don't sleep in a bed; they sleep in special sleeping bags,1,present simple,15
A2,Why is this train so slow,1,present simple,15
A2,The train is moving very slowly,1,present continuous,11
A2,There was a lot of snow last night,1,past simple,23
A2,It's cold and snowy here this morning,1,present simple,15
A2,He is wearing socks,1,present continuous,11
A2,You need to plant these flowers in good soil,1,present simple,15
A2,I'm his son,1,present simple,15
A2,They do very good Korean soup there,1,present simple,15
A2,The best beaches are in the south,1,present simple,15
A2,Some astronauts stay in space for over a year at a time,1,present simple,15
A2,Astronauts only need a spacesuit when they go on a space walk,1,present simple,15
A2,Is Martha Spanish,1,present simple,15
A2,I spend a lot of money at the weekends,1,present simple,15
A2,She spoke in a really quiet voice,1,past simple,23
A2,I've spoken to them about the noise,1,present perfect,13
A2,Mix the water and flour together in a bowl with a spoon,1,present simple,15
A2,We sat very close to the stage,1,past simple,23
A2,It stars Kate Winslet and Leonardo DiCaprio,1,present simple,15
A2,He started to clean his cab,1,present simple,15
A2,School starts at eight o'clock in the morning,1,present simple,15
A2,Would you like a starter,1,present simple,15
A2,Didier is my stepfather,1,present simple,15
A2,Public transport usually stops at 11 o'clock at night,1,present simple,15
A2,There was a big storm,1,past simple,23
A2,I think we should take one stove instead of three,1,present simple,15
A2,We think it's the best way to see the street life of the city,1,present simple,15
A2,You are probably a strong person and you always try hard at everything you do,1,present simple,15
A2,She studies at university. She's a student,1,present simple,15
A2,They need to show their student card,1,present simple,15
A2,Jan Hamilton and Sara White; two local parents; are in the studio with me to discuss this,1,present simple,15
A2,I live in a studio flat,1,present simple,15
A2,He studied for his exams yesterday,1,past simple,23
A2,How often do you watch films in English without reading the subtitles,1,present simple,15
A2,Today; she is very successful,1,present simple,15
A2,Paul is wearing a suit,1,present continuous,11
A2,By the afternoon; it's going to be warm and sunny but not really hot,1,present simple,15
A2,I climbed to the top of a temple at sunrise,1,past simple,23
A2,It was the surprise success of 2012,1,past simple,23
A2,The survival camp is in the rainforest next to the river,1,present simple,15
A2,You need to survive for three days and two nights and find your way back to the main camp,1,present simple,15
A2,This jam is very sweet,1,present simple,15
A2,Can I have some sweetcorn,1,future simple,7
A2,I swim every Saturday morning,1,present simple,15
A2,There's an underground swimming pool,1,present simple,15
A2,Mike is wearing shorts and a T-shirt,1,present continuous,11
A2,There's a table next to the armchair,1,present simple,15
A2,Take the stairs; not the lift,1,present simple,15
A2,When we buy takeaway food; we don't really think about what we're eating,1,present simple,15
A2,They talked a lot about the football match,1,past simple,23
A2,I think rich people and companies should pay more tax to the government,1,present simple,15
A2,Sometimes I miss my train; so I have to get a taxi,1,present simple,15
A2,Teach someone a language,1,present simple,15
A2,My sister's a teacher,1,present simple,15
A2,These days; scientists usually work in teams,1,present simple,15
A2,By the afternoon; it's going to be warm and sunny but not really hot; with temperatures of around 20 degrees Celsius,1,present simple,15
A2,Please don't take photographs inside the temple,1,present simple,15
A2,People play tennis in my local park,1,present simple,15
A2,You can take a tent and a sleeping bag,1,future simple,7
A2,It's a terrible restaurant,1,present simple,15
A2,How many text messages do you get,1,present simple,15
A2,He thanked Adam and gave him $2;000,1,past simple,23
A2,Is there a theatre in Coober Pedy,1,present simple,15
A2,When he's alone; he thinks about his friends and family,1,present simple,15
A2,There was a big storm last night with very loud thunder,1,past simple,23
A2,Championship final in 2013,1,present simple,15
A2,Are you a tidy person,1,present simple,15
A2,I am wearing a tie,1,present continuous,11
A2,You don't have to leave a tip in restaurants,1,present simple,15
A2,I work in a cinema in town; but I don't sell tickets,1,present simple,15
A2,Many of us feel tired during the day,1,present simple,15
A2,Titles and names can tell us a lot about people,1,future simple,7
A2,They usually have toast for breakfast,1,present perfect,13
A2,There's a toilet next to the bedroom,1,present simple,15
A2,I'm going to take a torch to see in the dark,1,present simple,15
A2,These are the instructions for tomorrow's tour,1,present simple,15
A2,There aren't any tourists there,1,present simple,15
A2,There's a big tourist information centre,1,present simple,15
A2,I work in a very high tower so I can see very far,1,present simple,15
A2,There are some nice restaurants in the town centre,1,present simple,15
A2,I don't know why they do it; it's just a tradition,1,present simple,15
A2,Is there usually heavy traffic on the way to this class,1,present simple,15
A2,Sometimes I get up late and I miss my train,1,present simple,15
A2,Centre in Cologne,1,present simple,15
A2,He is wearing trainers,1,present continuous,11
A2,You need a passport to travel there,1,present simple,15
A2,We like to trek in the mountains,1,present simple,15
A2,There are some beautiful tropical islands there,1,present simple,15
A2,The trousers are the same colour as the jacket,1,present simple,15
A2,She isn't American; she's Turkish,1,present simple,15
A2,Four of their sons are twins,1,present simple,15
A2,It's a typical village; but its people are not typical,1,present simple,15
A2,It's an ugly building,1,present simple,15
A2,She's carrying an umbrella,1,present continuous,11
A2,My uncle's a teacher,1,present simple,15
A2,The toilet and shower are under the shelf,1,present simple,15
A2,Are there any underground buildings we can visit,1,future simple,7
A2,I'm unemployed at the moment,1,present simple,15
A2,That's an unhealthy meal,1,present simple,15
A2,She hates the uniform that police officers wear,1,present simple,15
A2,Do you have an unusual job,1,present simple,15
A2,They speak Urdu,1,present simple,15
A2,In the end; I used my ordinary shoes,1,past simple,23
A2,It's great value,1,present simple,15
A2,The chicken comes with vegetables or salad,1,present simple,15
A2,Bernardo Paz decided to use the space for something very different,1,present simple,15
A2,She's Vietnamese,1,present simple,15
A2,There's a nice view of the castle,1,present simple,15
A2,Can you buy eggs from a vending machine,1,future simple,7
A2,Some video games aren't OK for children because they're very violent,1,present simple,15
A2,I'm here today to try the 'virtual mirror',1,present simple,15
A2,So can people visit the place,1,future simple,7
A2,He arrives at a volcano at 7 o'clock,1,present simple,15
A2,Do people often wait for buses and trains in your city,1,present simple,15
A2,I try to wake up early; but it's difficult,1,present simple,15
A2,Walk to work,1,present simple,15
A2,The sleeping bags are on the walls,1,present simple,15
A2,We wanted it,1,past simple,23
A2,It's going to be warm this afternoon,1,present simple,15
A2,She watched them playing tennis,1,present simple,15
A2,It's a very big waterfall on the Zambezi River,1,present simple,15
A2,The forecast is for mild weather tomorrow,1,present simple,15
A2,Did you hear the weather forecast this morning,1,present simple,15
A2,She is at a wedding,1,present simple,15
A2,She writes well,1,present simple,15
A2,We don't often watch a film in the evening,1,present simple,15
A2,In the evening I usually watch TV,1,present simple,15
A2,There isn't a washing machine in my flat,1,present simple,15
A2,He's very well-paid,1,present simple,15
A2,He went there last week,1,past simple,23
A2,We're going to the countryside in the west,1,present continuous,11
A2,It's going to be wet this afternoon,1,present simple,15
A2,His wife's name is Rashida,1,present simple,15
A2,She always wins when she plays tennis,1,present simple,15
A2,There's a table under the window,1,present simple,15
A2,It was really windy,1,past simple,23
A2,You win. You're the winner,1,present simple,15
A2,My 18th birthday was on a Saturday and I was really excited when I woke up,1,past simple,23
A2,Have you ever woken up feeling hungry in the middle of the night,1,present simple,15
A2,It has a wonderful menu,1,present simple,15
A2,I don't have a boss because I work freelance,1,present simple,15
A2,Do you work long hours,1,present simple,15
A2,Sven never works alone,1,present simple,15
A2,Martha's a hard worker. She works very long hours,1,present simple,15
A2,Are you worried about the local area,1,past simple,23
A2,It's definitely not worth the money,1,present simple,15
A2,My cousin is a famous writer,1,present simple,15
A2,I've never written a comment on a website,1,present perfect,13
A2,I wrote a lot of emails yesterday,1,past simple,23
A2,I do yoga every Thursday morning,1,present simple,15
A2,I have yoghurt for breakfast,1,present perfect,13
A2,She is a professor of zoolog,1,present simple,15
B1,I think she's about thirty-five,2,present simple,15
B1,Many people are looking for jobs abroad,2,present continuous,11
B1,I work in administration,2,present simple,15
B1,They have decided to adopt a child,2,present simple,15
B1,Hello and welcome to Making History; the programme where we look back at human achievements that have changed history,2,present simple,15
B1,She has a very active lifestyle,2,present simple,15
B1,I'd like to become an accountant,2,present simple,15
B1,In the last few years; Finland and Shanghai have achieved the highest grades in the tests,2,present perfect,13
B1,What type of holiday accommodation do you prefer,2,present simple,15
B1,As well as speed; Maglev has a number of advantages over other transport systems,2,present simple,15
B1,We need some help with our advertising campaign,2,present simple,15
B1,It also included advice for teachers about how to teach music and mathematics,2,present simple,15
B1,She does aerobics once or twice a week,2,present simple,15
B1,What would you like to buy; but can't afford right now,2,future simple,7
B1,What after-school activities do you do,2,present simple,15
B1,Some dark green vegetables can taste bitter,2,future simple,7
B1,I do quite a bit of exercise already; so I'm pretty fit,2,present simple,15
B1,I was amazed when my dog turned up at my house after six months away,2,past simple passive,22
B1,I look at them angrily,2,present simple,15
B1,I get angry when people drop rubbish in the street,2,present simple,15
B1,Martha's annoyed because you didn't invite her,2,present simple,15
B1,That noise is so annoying. I can't concentrate,2,present simple,15
B1,It's antique and gold,2,present simple,15
B1,I think she's feeling anxious,2,present simple,15
B1,I drink apple juice for breakfast,2,present simple,15
B1,Do I need to apply for a visa before I travel,2,present simple,15
B1,Bangkok after the Second World War,2,present simple,15
B1,Sometimes; people shake hands when they make friends again after an argument,2,present simple,15
B1,He asked us if we wanted an arm wrestle,2,past simple,23
B1,She arrived home very late,2,past simple,23
B1,Did you do art at school,2,present simple,15
B1,It was also the first time that newspapers contained pictures as well as articles,2,past simple,23
B1,Please can I have some more time to do my assignment,2,present simple,15
B1,The atmosphere is relaxed,2,present simple passive,14
B1,No email communication is 100% secure. You should only open attachments if you trust the sender,2,present simple,15
B1,As he was leaving a concert; two men attacked him,2,present simple,15
B1,I try to avoid eye contact,2,present simple,15
B1,I check my balance regularly so I know how much money there is in my bank account,2,present simple,15
B1,A large balloon took him up into space,2,past simple,23
B1,I've heard that in other countries it's bad manners to talk when another person is speaking,2,present simple,15
B1,They're baked in the oven,2,present simple passive,14
B1,Scuba divers always dive backwards out of a boat,2,present simple,15
B1,Do you know how much money is in your bank account,2,present simple,15
B1,It's basic but you have everything you need,2,present simple,15
B1,He became anxious the more he thought about it,2,past simple,23
B1,If you watch what people do in lifts; you'll see some very interesting behaviour,2,present simple,15
B1,I don't believe in the health benefits of taking exercise,2,present simple,15
B1,You must always look after things that belong to other people,2,present simple,15
B1,Do you think living in a cashless society offers enough benefits,2,present simple,15
B1,Everybody would benefit from a bit of extra intelligence,2,future simple,7
B1,A 'best before' label tells you about quality; not safety,2,present simple,15
B1,Susan Cain is the author of the best-selling book Quiet,2,present simple,15
B1,Ask the waiter for the bill,2,present simple,15
B1,I don't like it. It's got a very bitter taste,2,present simple,15
B1,They block my way and don't move even when I say politely; 'Excuse me …',2,present simple,15
B1,Would you like to write a blog about your daily life,2,present simple,15
B1,She blogs about daily life with two young children,2,present simple,15
B1,I really like the word 'blossom'; because I think it sounds as gentle as the thing it represents,2,present simple,15
B1,I don't like boiled vegetables,2,present simple,15
B1,Train fares are much cheaper if you book in advance,2,present simple,15
B1,Have you booked your flight to Spain yet,2,present simple passive,14
B1,The lessons are always the same; so the students get rather bored,2,present simple,15
B1,Have you ever borrowed a large amount of money,2,present simple,15
B1,It doesn't bother me if they listen to loud music,2,present simple,15
B1,Let's get a bottle of sparkling water as well,2,present simple,15
B1,We bought them a box of chocolates,2,past simple,23
B1,He decided to become the manager of a boxer from Brazil,2,present simple,15
B1,It's brand new. I only got it a few weeks ago,2,present simple,15
B1,Nicholas works on a building site,2,present simple,15
B1,They bump fists as a greeting,2,present simple,15
B1,It's a lovely bright colour,2,present simple,15
B1,She gave me a bunch of flowers,2,past simple,23
B1,I have a bus pass,2,present simple,15
B1,We run the day-to-day business of the court,2,present simple,15
B1,My life is too busy,2,present simple,15
B1,I want to buy a new T-shirt,2,present simple,15
B1,There's a pavement café in the city centre,2,present simple,15
B1,He calmly pushed the alarm button and waited for an answer,2,past simple,23
B1,We usually go camping in the summer,2,present continuous,11
B1,Can I have a can of lemonade; please,2,present simple,15
B1,We'll get a buyer for it,2,future simple,7
B1,Diseases; such as cancer; exist today because of our modern diet and lifestyle,2,present simple,15
B1,I love the candles in your bedroom,2,present simple,15
B1,He came slowly out of the capsule,2,past simple,23
B1,This container is made from cardboard,2,present simple passive,14
B1,Marta and Felix often play cards together,2,present simple,15
B1,History and human problems change; but time and nature carry on,2,present simple,15
B1,There's a carton of apple juice in the fridge,2,present simple,15
B1,CCTV cameras check their speed,2,present simple,15
B1,The graduation ceremony starts at 9 a.m,2,present simple,15
B1,He did the challenges for a few months,2,past simple,23
B1,I want to change career,2,present simple,15
B1,I've got some change and lots of receipts in my wallet,2,present perfect,13
B1,What do you think are the main characteristics of introverts,2,present simple,15
B1,Supermarkets should charge customers for shopping bags,2,future simple,7
B1,I like to chat with friends online,2,present simple,15
B1,They kiss two or three times; starting with the right cheek,2,present continuous,11
B1,Mehmet plays chess once or twice a week,2,present simple,15
B1,I'm surprised there isn't a chest of drawers in the bedroom,2,present simple,15
B1,They put both their hands together at chest level,2,past simple,23
B1,He always touches his chin if he is worried about something,2,present simple,15
B1,He gave me some chocolates for my birthday,2,past simple,23
B1,I need to choose a career; but I don't know what to do,2,present simple,15
B1,They clap their hands three times before saying hello,2,present continuous,11
B1,My job is to advise clients about their business,2,present simple,15
B1,I haven't got my key. I know; I'll climb in through that open window,2,present simple,15
B1,Please clean the kitchen with this cloth,2,present simple,15
B1,It's very cloudy today,2,present simple,15
B1,Will I need a code,2,present simple,15
B1,We hardly ever go out for a coffee,2,present simple,15
B1,We can give some coins to the street performers,2,future simple,7
B1,The air's cold this morning,2,present simple,15
B1,They are developing a new way to collect rubbish,2,present simple,15
B1,As a result; our book collection went from 300 down to six,2,past simple,23
B1,I prefer to watch films in the comfort of my own home,2,present simple,15
B1,She went to the nursery to comfort the baby,2,present simple,15
B1,It's very comfortable to ride,2,present simple,15
B1,I have very good communication skills,2,present simple,15
B1,He nearly always plays computer games after school,2,present simple,15
B1,We need to compute the size and weight of each object,2,present simple,15
B1,He has played in many of the world's greatest concert halls,2,present perfect,13
B1,It's not in very good condition,2,present simple,15
B1,João Carlos Martins is a famous Brazilian classical pianist and conductor,2,present simple,15
B1,She's confident about her exams,2,present simple,15
B1,Her directions to the town were a bit confusing,2,past simple,23
B1,We use a handshake when we congratulate people,2,present simple,15
B1,It's a really bad connection. Could you repeat that; please,2,present simple,15
B1,My diet consists of only the healthiest food,2,present simple,15
B1,She works for a construction company,2,present simple,15
B1,It's not the consumers who are responsible for waste,2,present simple,15
B1,News reached different continents within minutes,2,past simple,23
B1,The bus is the most convenient form of transport for me,2,present simple,15
B1,She's a good cook,2,present simple,15
B1,We need to keep tourists away from the damaged coral reefs,2,present simple,15
B1,He was applying for the job at the corporate office of a shoe company,2,present simple,15
B1,Nicole and Paul make a lovely couple,2,present simple,15
B1,Is she going to do a course in psychology at university,2,present simple,15
B1,Martha works in a court,2,present simple,15
B1,Will computers ever be able to think creatively; like humans,2,present simple,15
B1,He's quite creative and often has new ideas,2,present simple,15
B1,Can I pay for this by credit card; please,2,present simple,15
B1,Things have improved; for instance there isn't as much crime in Sweden,2,present simple,15
B1,The streets are crowded in the summer,2,present simple passive,14
B1,Is there a possible cure for AIDS,2,present simple,15
B1,Did you get the foreign currency for our trip,2,present simple,15
B1,Most curry dishes are hot and spicy,2,present simple,15
B1,I deal with all the customer enquiries,2,present simple,15
B1,The main roads have special cycle lanes,2,present simple,15
B1,Cycling is a good form of exercise,2,present simple,15
B1,Wear your raincoat. It's another damp day today,2,present simple,15
B1,It's got a dark blue stone,2,present simple,15
B1,She is responsible for the day-to-day business,2,present simple,15
B1,I need to deal with these emails,2,present simple,15
B1,I don't like being in debt,2,present simple,15
B1,She has to decide by next Monday,2,present simple,15
B1,Are you good at making decisions,2,present simple,15
B1,She's got a degree in history from York University,2,present simple,15
B1,Your success in life does not depend on other people; but on you alone,2,present simple,15
B1,Lack of sunshine can make you depressed,2,future simple,7
B1,Would you like some cake for dessert,2,future simple,7
B1,The new building work is going to destroy the old town,2,present simple,15
B1,Many countries in the developing world are using mobile phones to do online banking,2,present simple,15
B1,The technology is still in development,2,present simple,15
B1,Diabetes is one of today's common diseases,2,present simple,15
B1,Diesel engines are greener these days,2,present simple,15
B1,Her diet isn't very good,2,present simple,15
B1,There are many different sorts of spring roll,2,present simple,15
B1,Modern digital technology has helped. We gave away our CDs and now keep our music on the computer,2,present simple,15
B1,How many digits are there in your account number,2,present simple,15
B1,I have a diploma in food safety,2,present simple,15
B1,Have you bought anything recently which was a disappointment,2,present simple,15
B1,Many of today's diseases exist because of our modern lifestyle,2,present simple,15
B1,I usually serve this dish with vegetables,2,present simple,15
B1,It was dishonest of him to say that,2,present simple,15
B1,His manager is a bit disorganized. His office is a mess,2,present simple,15
B1,Watch him dive into the swimming pool,2,present simple,15
B1,How often do you do online banking,2,present simple,15
B1,Ask the waiter for a 'doggy bag' to take home food you can't eat,2,present simple,15
B1,You can download this app for free,2,future simple,7
B1,Do you ever dream of visiting New York,2,present simple,15
B1,Do you ever have a dream about flying,2,present simple,15
B1,If you drop your phone into liquid; put it in a bowl of uncooked rice to dry it out,2,present simple,15
B1,It's quite dull in winter,2,present simple,15
B1,He's cleaning the floor with a dustpan and brush,2,present continuous,11
B1,The blue duvet on her bed is lovely,2,present simple,15
B1,I'm going to have an early night,2,present simple,15
B1,I can easily start a conversation with a stranger,2,future simple,7
B1,Some people find it easy to keep fit,2,present simple,15
B1,She's a slow eater,2,present simple,15
B1,We studied economics for two years. It's a hard subject,2,present simple,15
B1,I think life is better since the decrease in the cash economy,2,present simple,15
B1,I think private schools offer the best education,2,present simple,15
B1,The bus service is efficient,2,present simple,15
B1,He sits with his elbows on the table,2,present simple,15
B1,I want to watch the news report about the European elections,2,present simple,15
B1,I feel so embarrassed about it,2,present simple,15
B1,That was the most embarrassing moment of my life,2,past simple,23
B1,Scientists might even be able to learn more about where our thoughts and emotions come from,2,present simple,15
B1,When did you get engaged,2,present simple,15
B1,I'm studying engineering at university,2,present continuous,11
B1,Did you enjoy your holiday,2,present simple,15
B1,Some people think our life isn't enjoyable any more,2,present simple,15
B1,We answer phone enquiries and deal with emails,2,present simple,15
B1,It is my job to entertain the staff,2,present simple,15
B1,In Shanghai; the university entrance exam is called the goo koo,2,present simple passive,14
B1,You should try to have an equal balance of all three,2,present simple,15
B1,This course will equip you with the skills you need,2,present simple,15
B1,When a volcano erupted on the Pacific island of Krakatoa in 1883 it killed 36;000 people,2,past simple,23
B1,I feel so excited about journey tomorrow,2,present simple,15
B1,It was a really exciting film,2,past simple,23
B1,You should do some exercise,2,future simple,7
B1,It's essential you save some money,2,present simple,15
B1,I feel exhausted most days,2,present simple,15
B1,Ordinary people didn't use to buy newspapers because they were expensive,2,present simple,15
B1,Tell us how the experiment was carried out,2,present simple,15
B1,I don't think he's very good at explaining things clearly,2,present simple,15
B1,There has been an increase in extreme weather conditions,2,present perfect,13
B1,She's an extrovert and confident in a large group of people,2,present simple,15
B1,She's very shy and never makes eye contact,2,present simple,15
B1,Do you think it was fair of her to say that,2,present simple,15
B1,Watch out! I think that tree is going to fall,2,present simple,15
B1,Do you spend a lot of time with your family,2,present simple,15
B1,Bus fares are expensive,2,present simple,15
B1,I was fascinated to hear my uncle's stories,2,present simple,15
B1,I watched a fascinating programme last night,2,past simple,23
B1,It is quite fashionable,2,present simple,15
B1,In a pedestrian fast lane; the maximum speed is 3 mph,2,present simple,15
B1,My father-in-law enjoys gardening,2,present simple,15
B1,In Kenya; people can use credit on their mobile phones to pay for things like their children's school fees,2,present simple,15
B1,Please complete all required fields below,2,past simple,23
B1,Please write the number in words and figures. / It's a figure of a man,2,present simple,15
B1,One of them stands next to the painting as the other one films her,2,present simple,15
B1,Have you ever made a film and posted it on YouTube,2,present simple,15
B1,What do you think about the financial crisis,2,present simple,15
B1,You need to find out the answer yourself,2,present simple,15
B1,Police officers fine people not following the rules,2,present continuous,11
B1,In some countries; you bump fists when you greet someone,2,present simple,15
B1,I'm trying to improve my fitness by cycling to work,2,present simple,15
B1,My flatmate is quite lazy. He never does the washing up,2,present simple,15
B1,The train floats in the air above the tracks,2,present simple,15
B1,A plane landed in the Hudson River after a flock of birds flew into its engine,2,past simple,23
B1,You dip them into this sauce to give them extra flavour,2,present simple,15
B1,The road is closed because of a flood,2,present simple passive,14
B1,There's a flower stall in the town centre,2,present simple,15
B1,I would like to speak two languages fluently,2,present simple,15
B1,They press their foreheads together while closing their eyes,2,present continuous,11
B1,How much foreign currency are you taking on holiday,2,present continuous,11
B1,There is a large forest fire near Sydney; Australia,2,present simple,15
B1,She was running too fast and fell forwards,2,present simple,15
B1,He's a very friendly person,2,present simple,15
