Level,Sentence,level_id,tense,tense_id
B1,The movie became very popular before it was released because of the title and because of many people talked about it on the Internet .,2,past simple,23
A2,There were only a small number of men who were healthy .,1,past simple,23
B1,However ; species vary in the details .,2,present simple,15
B1,The museum also displays copies of the Erfurt Hebrew Manuscripts .,2,present simple,15
B1,It flies slowly with its head facing downwards ; looking for its main food ; the large apple snails .,2,present continuous,11
B1,Many variations of ketchup were created ; but the tomato - based version did not appear until about a century later after other types .,2,present simple,15
A2,The bridge is 2109 m long and it was opened for traffic on December 18 ; 2014 .,1,present simple,15
A2,Following people were members of the band .,1,present simple,15
B1,The theory has been criticized and modified over the course of time .,2,present perfect passive,12
B1,A knee lift is a move where a wrestler uses their knee and brings it up to hit the opponent under the chin .,2,present simple,15
A2,This daisy may be used as a leaf vegetable .,1,future simple passive,6
A2,Reynolds was a Professor of English from 1894 to 1938 .,1,past simple,23
A2,As many as 5;000 heat - related deaths were reported in the United States ; and 780 direct and 400 indirect deaths in Canada .,1,past simple passive,22
A2,More than 5;000 people in the United States died from this heat wave .,1,past simple,23
A2,The mobile stalls sell mainly two kinds of products ; street food and clothes .,1,present simple,15
B1,The cartful sells mainly two kinds of products ; street food and clothes .,2,present simple,15
B1,German people started arriving in 1828 ; after Brazilian independence .,2,present simple,15
B1,The authors suggest that oil dependence is a problem we need no longer have .,2,present simple,15
B1,Blackmail is against the law .,2,present simple,15
B1,A new worker spends the first few days of its adult life caring for the queen and young .,2,present continuous,11
B1,A new ergate spends the first few days of its adult life caring for the queen and young .,2,present continuous,11
A2,The following is a list of active codes of official ISO 4217 currency names .,1,present simple,15
A2,The chapel offers regular services .,1,present simple,15
A2,All the islands are low and flat .,1,present simple,15
A2,The county covers an area of 2004.44 km2 .,1,present simple,15
B1,There is no exact total number of deaths ; because many were unrecorded .,2,present simple,15
B1,In 2005 ; the municipality had a total population of 15;935 .,2,past simple,23
B1,Because planners expected fairly light traffic volumes ; the bridge was designed with two lanes ; and it was just 39 ft wide .,2,past simple,23
B1,Because the bridge was not expected to have large amounts of traffic ; the bridge was designed with only two lanes .,2,present simple,15
B1,Black powder is the oldest type of mixed rocket fuel .,2,present simple,15
B1,Another method of protection is the release of a sour liquid from the skin .,2,present simple,15
A2,It showed that 5;308;483 people were living in the United States ; of whom 893;602 were slaves .,1,present simple,15
B1,A Reading Time for 20 minutes every day is designated to help students cultivate a reading habit .,2,present simple,15
A2,Reading Time is designed to help students having a good reading habit .,1,present simple,15
B1,In the world ; breast cancer is the fifth-most common cause of cancer death .,2,present simple,15
B1,The channel broadcasts live from 5 am to midnight ; with a newscast updated every 15 minutes in format .,2,present simple,15
B1,The channel 's format shows rolling news bulletins ; updated every 15 minutes .,2,present continuous passive,10
A2,In contrast to the natural environment is the built environment .,1,present simple,15
B1,There is also the built environment .,2,present simple passive,14
A2,A wrestler simply hits the opponent with a chair .,1,present simple,15
A2,The pug finally arrived in the United States during the 19th century and soon became popular there as well .,1,past simple,23
A2,The pug was also becoming famous in other European countries as well .,1,present simple,15
B1,Pure aluminum is quite soft and lacking in strength .,2,present continuous,11
A2,Lamarck gradually turned blind ; he died in Paris on 18 December 1829 .,1,past simple,23
B1,Competition occurs when organisms or species need or use the same resources .,2,present simple,15
A2,Different radio stations want their DJs to speak only at certain times .,1,present simple,15
B1,The earliest European settlers to the district arrived in the 1840s .,2,past simple,23
B1,He is a key figure in landscape painting ; and painted many works .,2,present simple,15
B1,There is also the last type of a jigsaw puzzle ; it is considered a 3D puzzle but made from a 2D pieces .,2,present simple,15
A2,Some critics reacted against the paperwork gameplay .,1,past simple,23
B1,Some serious nuclear accidents have occurred .,2,present perfect,13
B1,Statistically speaking ; elevators are extremely safe .,2,present simple,15
A2,There are currently 14 teams playing in the DEL .,1,present continuous,11
B1,Larger code size can be used to increase program speed when using .,2,present simple,15
B1,Most Irish people who came to the United States during the 1800s lived in big cities where there were many other Irish people .,2,past simple,23
A2,The region has a large area of national parks .,1,present simple,15
A2,Humans have had a dramatic effect on the environment .,1,present simple,15
A2,Humans have a large effect on the world .,1,present simple,15
A2,Production on the show ended in February 2001 .,1,past simple,23
B1,While production on the show wrapped in February 2001 ; new episodes were shown until March 2004 .,2,past simple,23
B1,The iOS 6.1 update released on January 28 ; 2013 had reports of reduced battery life and problems with signal strength .,2,past simple,23
B1,A Kiss My Foot match is a type of singles match where the loser has to kiss the winner 's foot .,2,present simple,15
B1,During the war ; the town was completely destroyed .,2,past simple passive,22
B1,Ten days have passed since impact ; and few dinosaurs remain .,2,present simple,15
B1,In the days and weeks that follow ; few dinosaurs remain .,2,present simple,15
A2,This event shows who has the hardest shot .,1,present simple,15
B1,s of 2018 ; there is no vaccine effective for prevention .,2,present simple,15
B1,In the very late 1960s ; people started inventing procedural languages .,2,present simple,15
B1,Barcelona is one of the most densely populated cities in Europe .,2,present simple,15
B1,Barcelona is one of the most important tourist destinations in Europe ; with millions of people visiting every year .,2,present continuous,11
A2,Not everyone who has HIV has AIDS .,1,present simple,15
A2,Many people with HIV do not know they have it .,1,present simple,15
A2,Safety glasses are worn to protect the eyes in various situations .,1,present simple,15
A2,Glasses can also protect the eyes .,1,future simple,7
B1,The initial landings began at 04 : 50 on 19 August .,2,past simple,23
B1,For transportation to centers ; some shelters offer free transportation .,2,present simple,15
A2,Until 1 April 2010 the Departments were as follows .,1,present simple,15
B1,The structure and functions of the Departments were re-organized with effect from 1 April 2010 .,2,past simple,23
A2,The people are almost fully French-speaking .,1,present simple,15
A2,The award was first given for films made in 1948 .,1,past simple passive,22
B1,Usually ; sex is determined by an organism 's genes .,2,present simple passive,14
B1,An aftershock is an earthquake that occurs after a previous earthquake ; the mainshock .,2,present simple,15
A2,China also has a variety of forest types .,1,present simple,15
A2,The group sings theme music for anime which are famous overseas too .,1,present simple,15
B1,The group sings the theme music for the following anime .,2,present simple,15
B1,The frog spends most of the year underground .,2,present simple,15
A2,These are written papers about musical theory .,1,present simple passive,14
A2,Music Theory is examined through written papers .,1,present simple passive,14
A2,The movie was filmed from October 1991 to January 1992 .,1,past simple passive,22
B1,When a wrestler jumps and stamps both feet on any part of an opponent .,2,present simple,15
B1,Small businesses often face a lot of problems because of their size .,2,present simple,15
A2,He went to a religious school where the students often did n't have enough to eat .,1,present simple,15
A2,The idea behind all property law is property .,1,present simple,15
B1,It was one of the 75 divisions set up for the first federal election in 1901 .,2,past simple,23
B1,The division was one of the original 65 divisions contested at the first federal election .,2,past simple passive,22
A2,There are 14 subspecies of ring-necked snake .,1,present simple,15
B1,In May 2015 ; Brazil officially reported its first 16 cases of Zika fever .,2,past simple,23
B1,Pippi Longstocking is a fictional nine-year- old girl .,2,present simple,15
B1,A bird bath is an attraction for many different species of birds to visit gardens ; especially during the summer and drought periods .,2,present simple,15
B1,They controlled the life and destiny of everyone .,2,past simple,23
A2,The next attack was launched on 24 January .,1,past simple passive,22
B1,Although concentrated in London ; the outbreak affected other areas of the country as well .,2,past simple,23
A2,Cloud forests are in only a few areas above 500 metres .,1,present simple,15
B1,By 1924 ; these local magazines eventually closed down .,2,past simple,23
B1,A computer program is usually written by a computer programmer in a programming language .,2,present simple passive,14
A2,A computer program is written by a programmer .,1,present simple passive,14
A2,An analysis shows that the work is completely made in marble .,1,present simple,15
B1,Combs can be used to fix stray hairs and untangle wet hair .,2,present simple,15
B1,Designers need to take into account that color-blindness is highly sensitive to differences in material .,2,present simple,15
B1,Color blindness is very sensitive to changes in material .,2,present simple,15
A2,The pitching distance is 50 feet .,1,present simple,15
A2,In the C programming language ;,1,present simple,15
A2,Example code in the C programming language is shown below .,1,present simple passive,14
B1,The head and thorax are white .,2,present simple,15
B1,Traditionally ; this dance is performed only by women at night without any instruments .,2,present simple passive,14
A2,Traditionally ; this dance performed without any instruments .,1,past simple,23
B1,In February 1982 ; two television antennas were added to the structure ; increasing its total height to 1707 ft .,2,present simple,15
B1,In 1867 ; the town had a boom in population when gold and silver were found in the area .,2,past simple,23
B1,There are few characteristics common to all blues .,2,present simple,15
B1,In modern times ; belts for both men and women are used in BDSM .,2,present simple passive,14
B1,The opinions of viewers at the time was divided and it has not fared better over time .,2,present perfect,13
B1,The opinions of viewers at the time was divided The four-part serial aired in 1982 ; and it has not done better over time .,2,present perfect,13
B1,The series was popular with American audiences .,2,past simple,23
A2,From 2012 to 2013 ; viewership decreased from 613;000 to 571;000 .,1,past simple,23
A2,From 2012 to 2013 ; viewership went up from 613;000 to 571;000 .,1,past simple,23
B1,Call and response is common in folk and choral singing of many people ; especially in African musical cultures .,2,present simple,15
B1,In the 19th century ; water closets started to be more common than chamber pots ; but chamber pots were still used until the mid-20th century .,2,present simple,15
A2,A team gets 3 points for a win .,1,present simple,15
B1,Demarest traveled around on foot to learn more about the Earth 's structure .,2,present simple,15
B1,He utilized his journeys ; traveling on foot ; so as to add to his knowledge of the Earth 's structure .,2,present simple,15
B1,Students can also choose to attend a community college prior to further study at another college or university .,2,present simple,15
B1,Some students choose to attend a community college or junior college for two years beforehand to further study at another college or university .,2,present simple,15
B1,The home uniform colors of the club are red and white .,2,present simple,15
A2,The game received fairly good reviews from critics .,1,past simple,23
A2,It is best known for its engineering design work .,1,present simple passive,14
B1,It is best known for its design work for the built environment .,2,present simple passive,14
A2,The median income for a household in 2000 was $ 16;563 per year .,1,past simple,23
B1,The current constitution dates from 1997 .,2,present simple,15
A2,The book is divided into two parts ; and is 108;260 words long .,1,present simple,15
B1,The main entrance to the castle is through the western barbican .,2,present simple,15
A2,In July 2003 ; iPass successfully issued its IPO ; raising over $ 100 million .,1,present simple,15
B1,In July 2003 ; the firm successfully issued its IPO ; raising over $ 100 million .,2,present simple,15
B1,In December 2003 ; the main building was closed for repair .,2,past simple passive,22
A2,In December 2003 ; the main building of the museum closed for a major renovation .,1,past simple,23
B1,By the end of the year French armies had won victories on all fronts .,2,past perfect,21
B1,By the end of the year French armies had won victories on all fronts ; and as the year closed they began advancing into the Netherlands .,2,present simple,15
B1,Its economy consists mainly of mining ; agriculture and fishing .,2,present simple,15
B1,Main industries in the province are mining ; agriculture and fishing .,2,present continuous,11
B1,There are three types of softball .,2,present simple,15
B1,There are two types of softball : fastpitch and slow pitch .,2,present simple,15
B1,Modern dry cleaning 's use of non-water - based solvents to remove soil and stains from clothes was reported as early as 1855 .,2,present simple,15
B1,The basic unit of an element is called an atom .,2,present simple passive,14
B1,The atom is the basic unit of chemistry .,2,present simple,15
B1,A major upgrade took place place between 2010 and is expected to be completed in 2015 .,2,present simple,15
B1,The A $ 32 million first phase of a major upgrade began in 2010 and is expected to be completed during 2015 .,2,present simple,15
A2,Three matches happened on the pre-show .,1,past simple,23
A2,One or two players regularly form a side on beach courts divided by a net like beach tennis .,1,present simple passive,14
B1,The salt - water lake has a length ; from northwest to southeast ; of 22 km .,2,present simple,15
A2,The lake has a length ; from northwest to southeast ; of 22 km ; its maximum width is 12 km .,1,present simple,15
B1,In understanding a process ; the process is typically mapped out and the process is monitored using control charts .,2,present simple,15
A2,The median income for a household was $ 41;290 .,1,past simple,23
B1,The school is known for having a large number of white students compared with the national average .,2,present simple passive,14
B1,Some adults travel to other countries to have access to sex with children ; which is unavailable in their home country .,2,present simple,15
B1,This breed originated in the second half of the nineteenth century in Japan .,2,past simple,23
A2,This breed originated in the second half of the 19th century .,1,past simple,23
A2,They are usually in pairs or small noisy groups of 10 to 30 .,1,present simple,15
B1,7 - Eleven stores in Japan look different from stores in other countries as they offer a wider selection of products and services .,2,present simple,15
B1,His age at death has been estimated from 7 years six months to as old as 15 years .,2,present perfect passive,12
B1,The format remains largely unchanged from previous seasons .,2,present simple,15
A2,The show 's format remained the same from previous seasons of the show .,1,past simple,23
B1,The Eta Carinae star system is currently one of the most massive that can be studied in great detail .,2,present simple,15
B1,The book has been in print since it was first published ; and has sold over one million copies .,2,present perfect,13
B1,The book has remained in print since its initial publication in 1971 ; and has sold over two million copies .,2,present perfect,13
A2,The island has an area of about 174 km .,1,present simple,15
B1,started as a political youth organization in 2000 and became a political party in January 2006 ; running in the 2006 elections .,2,present simple,15
B1,He died in London on 5 December 2013 ; aged 75 ; from undisclosed causes .,2,past simple,23
A2,Japanese radios did pick up more American submarine activity and messages .,1,present simple,15
B1,Sea levels were high ; and there was a great variety of fish and other marine organisms .,2,past simple,23
A2,Female pandas may give birth to two young .,1,future simple,7
B1,The health risks associated with nuclear materials have also been of concern .,2,past simple,23
B1,The film won two wac awards of its eight nominations .,2,past simple,23
B1,The movie won two of its eight nominations .,2,past simple,23
B1,At age ten she was traveling ; had boyfriends and wanted to be an actress .,2,present simple,15
A2,Amateur radio operators talk to each other in many ways .,1,present simple,15
B1,However ; the theater was closed on royal order in 1792 and it became a warehouse .,2,past simple,23
B1,In 1792 it was closed and became a warehouse .,2,past simple,23
B1,Another part of the show was the the knight 's tour ; a famed chess puzzle .,2,past simple,23
B1,The population was 22;699 at the 2010 census and an estimated 25;976 in 2018 .,2,past simple,23
B1,POTS can be caused by many different things .,2,future simple passive,6
B1,Slowpitch pitching distance is 50 feet for both male and female players .,2,present simple,15
A2,He died in the early hours of 13 July 2019 after a brief illness .,1,past simple,23
A2,Several November records for deep snow were broken .,1,past simple passive,22
B1,Since measurings begun in 1905 ; several November records for deep snow were broken .,2,past simple,23
A2,The median income for a household was $ 34;669 .,1,past simple,23
A2,Six field guides have also been published .,1,present perfect passive,12
A2,Four field guides were also released .,1,past simple passive,22
B1,Porcelain originated in China ; and ' china ' is the common name of the product .,2,present simple,15
B1,Pipelining improves performance by allowing a number of instructions to work their way through the processor at the same time .,2,present simple,15
A2,The area was opened up by settlers from the 1860s .,1,past simple passive,22
B1,Tennis is an Olympic sport and is played at all levels of society and at all ages .,2,present simple,15
A2,Tennis is now a sport that is played at the Olympics .,1,present simple,15
A2,Scientists do not know why the Christmas Island Pipistrelle 's numbers dropped .,1,present simple,15
B1,Adults of both sexes are medium to large birds .,2,present simple passive,14
B1,Late in life he suffered from depression .,2,past simple,23
A2,Adults fly in the late morning and early afternoon .,1,present simple,15
B1,Shooting has inspired competition ; and in several countries rifle clubs started to form in the 19th century .,2,present simple,15
B1,Centers often coordinate with outside programs .,2,present simple,15
A2,Centers often coordinate with outside programs such as 211 .,1,present simple,15
B1,The musical film was a natural development of the stage musical after the emergence of sound film technology .,2,past simple,23
B1,The musical movie was a natural development of the stage musical .,2,past simple,23
B1,From 1989 to 1993 the Hipparcos satellite took measurements for over 100;000 nearby stars .,2,past simple,23
B1,The story has been changed many times in the centuries following its publication .,2,present simple,15
A2,The importation of slaves was made illegal in 1792 .,1,past simple passive,22
B1,Basic modifications are simple .,2,present simple,15
A2,Basic changes are simple .,1,present simple,15
A2,In 2004 1896 ; winners ' medals were in fact silver .,1,past simple,23
A2,In 1896 ; winners ' medals were made from silver .,1,past simple passive,22
A2,The movie was generally a failure .,1,past simple,23
B1,The design of the trains was finalized in September 2004 .,2,past simple passive,22
B1,After September 1939 ; the Dutch tried to improve the situation ; but with little result .,2,present simple,15
A2,Over the years she has worked in various styles including jazz and art song .,1,present perfect continuous,9
A2,For example ; a person had to choose between two stocks .,1,present simple,15
B1,For example ; assume an investor had to choose between two stocks .,2,present simple,15
A2,He started his acting career in the late 1990s .,1,present simple,15
A2,The main economic activity is commerce with Haiti .,1,present simple passive,14
B1,Solar cells produce direct current electricity from sunlight which can be used to power equipment or to recharge a battery .,2,present simple,15
A2,Civil rights are protected by law and custom .,1,present simple passive,14
B1,The relief decoration was removed in 1945 .,2,past simple passive,22
B1,On January 17 ; 1995 ; a magnitude 6.9 earthquake occurred at 5 : 46 am JST near the city .,2,present simple,15
A2,On January 17 ; 1995 a very powerful earthquake hit the city .,1,past simple,23
B1,These birds feed on insects ; including those stirred up by cattle .,2,present continuous passive,10
B1,The six-part series followed the book in great detail including all key features .,2,present simple,15
A2,The six-part series followed the book in great detail .,1,past simple,23
B1,Programs are composed of instructions which operate on values .,2,present simple,15
B1,The station 's large hall was the same shape as many 19th century concert halls ; that is ; it is shaped like a horse shoe .,2,present simple,15
B1,He was then nominated by the prime minister to serve as the Minister of Finance .,2,present simple,15
B1,29;000 houses were destroyed and more than 5;000 people were killed .,2,past simple passive,22
B1,Runner Types Since 1940 ; there has been a shift to production of Runner type peanuts in the southeastern U.S .,2,present perfect,13
B1,Rapid forces were needed to protect important locations from the enemy .,2,present simple,15
B1,Butter cakes are often made by beating the butter and sugar until fluffy .,2,present simple passive,14
B1,The highlighted countries qualified for the final .,2,past simple,23
B1,These five countries are directly qualified for the final .,2,present simple passive,14
A2,In 1984 ; when he was about 25 ; he finally came into contact people from outside his family .,1,past simple,23
A2,She went school with in - depth study of languages .,1,past simple,23
B1,She went to school with in - depth study of foreign languages ; and now knows three languages .,2,present simple,15
B1,The movement of snakes in trees has only recently been studied .,2,present perfect passive,12
B1,Before the beginnig of the 1700s ; there might not have been a permanent population there .,2,future perfect,5
B1,Its relative minor is F minor and its parallel minor is A-flat minor .,2,present simple,15
B1,The relative minor is F minor .,2,present simple,15
B1,The pitching distance can range between 35 and 43 feet .,2,present simple,15
B1,16 - bit programs usually run in a single virtual DOS machine ; sharing memory between them .,2,present continuous,11
A2,The episode includes cover versions of six songs .,1,present simple,15
B1,The episode features cover versions of six songs ; which received mixed reviews from critics .,2,present simple,15
B1,All of the species are small land frogs ; about 4 cm in length .,2,present simple,15
B1,The Grade is mostly used in mountaineering and big wall climbing .,2,present simple passive,14
B1,Construction on a new bridge began in 1987 and opened in 1997 .,2,past simple,23
B1,Construction on a new bridge began in 1987 and opened to traffic in 1992 .,2,past simple,23
A2,Scholars rocks can be any color .,1,future simple,7
B1,A serf had some freedom .,2,past simple,23
A2,Problems continued for the revised section .,1,past simple,23
B1,However ; the problem continued for the new revised section .,2,past simple,23
B1,Chopsticks are used in cooking to stir materials in a pan ; or to help move meals .,2,present simple,15
B1,In the 1990s ; major card issuers in the US raised the cash- back percentage up to 5 % .,2,past simple,23
B1,Latin was the most important language in most of Europe in the Middle Ages .,2,past simple,23
B1,During the Early Modern Age ; Latin still was the most important language of culture in Europe .,2,past simple,23
B1,A female Gilbert 's potoroo can have two babies in a year ; while carrying only one at a time .,2,future continuous,3
B1,The female potoroos can have two babies in a year ; but only carry one at a time .,2,present simple,15
A2,These concerns have gotten larger because of the actions of China .,1,present perfect,13
B1,In the summer of 2014 ; during a fight in his house he took a hit to the head .,2,past simple,23
A2,Top two teams in each group advanced to the semi-finals,1,past simple,23
A2,The mouse - like hamsters are not real hamsters ; although they look like hamsters .,1,present simple,15
A2,The movie cost about $ 15 million to make .,1,present simple,15
A2,The budget was around $ 15 million .,1,past simple,23
B1,Operators also check clothing for foreign objects before placing them into the machine .,2,present continuous,11
B1,As part of the changes ; the transport to Ravenscraig will get better .,2,future simple,7
B1,The airport still has an important role in emergency services operation ; civil operation ; and flight training .,2,present simple,15
B1,At present ; over 700 teachers work at the departments of the university .,2,present simple,15
A2,At present ; over 700 professors teach at the university .,1,present simple,15
B1,The movement is in sonata form .,2,present simple,15
B1,Some people keep this species as a pet .,2,present simple,15
B1,The first movement is written in sonata form and is in the key of C major .,2,present simple,15
B1,With an area of 1648000 km2 ; Iran ranks seventeenth in size among the countries of the world .,2,present simple,15
B1,He moved to Paris in 1802 ; where he spent the rest of his life ; renting an upper floor of a house in a poor part of town .,2,present simple,15
A2,Many people argue about what makes up the mind .,1,present simple,15
A2,The attributes that make up the mind are debated .,1,present simple,15
B1,s of 2010 the median income for a household was $ 41;290 ; and the median income for a family was $ 65;673 .,2,past simple,23
A2,Up to 20;000 people visit the city during the summer months .,1,present simple,15
B1,Up to 20;000 people a day visit the city in July and August .,2,present simple,15
A2,The MIPS architecture has instructions which are 32 bits long .,1,present simple,15
B1,The size of the main cast was smaller compared to the previous series .,2,past simple passive,22
B1,At the level of the operating system ; SATA and PATA devices can be made to look the same .,2,present simple,15
B1,This was the first major history of Japan to be published in the West .,2,present simple,15
B1,Producing milk has been part of farming for a long time .,2,present simple,15
B1,A TGV test train set the world record for the fastest wheeled train ; reaching 574.8 km / h on 3 April 2007 .,2,present simple,15
B1,In 2007 ; a special TGV set the speed record for rail vehicles ; reaching 574;8 km / h.,2,present simple,15
B1,After that ; many people contributed code to the project .,2,past simple,23
B1,After the post ; many people contributed code to the project .,2,past simple,23
B1,Historically ; Latin or Romance languages have been the official languages in this region .,2,present perfect,13
B1,The project will also include 420 to 470 units of housing ; about 80 percent of the units will be condos and 20 percent will be apartments .,2,future simple,7
B1,The project will also include 420 to 470 units of housing .,2,future simple,7
A2,She died in her sleep on 6 March 2018 ; from natural causes at the age of 88 .,1,past simple,23
B1,During the single player 's campaign ; the player controls the following characters .,2,present simple,15
B1,There are about 28 subfamilies of this species in Australia .,2,present simple,15
B1,The convention is about what a state is and what rights and duties a state has .,2,present simple,15
A2,In the night ; many watches and warnings were stopped .,1,past simple passive,22
A2,Spanish athletes have won a total of 132 medals .,1,present perfect,13
A2,Mortars have existed for hundreds of years .,1,present perfect,13
B1,In 1984 Carstens decided not to seek a second term on account of his age and left office on 30 June 1984 .,2,present simple,15
B1,In 1984 he decided not to seek a second term on account of his age and left office on 30 June 1984 .,2,present simple,15
B1,The game 's multiplayer mode supports up to 64 players .,2,present simple,15
B1,The game 's multiplayer is planned to allow 64 players .,2,present simple,15
B1,The organization offers services and development programs .,2,present simple,15
A2,The groups offers services and developments programs .,1,present simple,15
A2,Nazi Germany attacked the Netherlands in May 1940 .,1,past simple,23
A2,On 10 May 1940 ; German troops started to attack the Netherlands .,1,present simple,15
A2,Jewelry may be made from a wide range of materials .,1,future simple passive,6
B1,Jewelry can be made from any material .,2,future simple passive,6
A2,The game ends when a player has no more tiles ; and there are no more tiles in the bag .,1,present simple,15
B1,The game ends when a player plays every tile in his or her rack ; and there are no remaining tiles to draw .,2,present simple,15
B1,Now ; the village and base 's combined population is about 4;500 .,2,present simple,15
B1,In Finland ; peace and quiet in isolation is often the object of the pastime .,2,present simple,15
B1,The atoms in metals have a strong attractive force between them .,2,present simple,15
B1,Egyptian athletes have won a total of 24 medals .,2,present perfect,13
A2,Egyptian athletes have won a total of 32 medals ; with weightlifting as the top medal - producing sport .,1,present perfect continuous,9
A2,Known as One Billion Rising for Justice ; the event was held on February 2014 .,1,present simple,15
B1,The buildings are not tall ; but the complex covers a large area of land .,2,present simple,15
A2,The shell color keeps the animal hidden in the water .,1,present simple,15
B1,As people from Europe began exploring Africa in the early 1800s ; guns were made to handle the very large animals that people saw .,2,present simple,15
A2,Tanzania is divided into 26 Regions .,1,present simple passive,14
A2,As of 2016 ; Tanzania is divided into thirty - one regions .,1,present simple passive,14
A2,She turned 100 in September 2017 and died on 19 January 2018 in Rome .,1,past simple,23
B1,In 2001 ; the local community published its own findings about the forest 's sustainable management .,2,past simple,23
B1,It is usually possible to save a text conversation for later reference .,2,present simple,15
B1,The telescope is unique because it will use seven mirror sections ; each 8.4 m in diameter .,2,present simple,15
B1,Eventually ; because of Rome ; the art of baking became known in Europe .,2,past simple passive,22
B1,Most sea snakes are able to breathe through their skin .,2,present simple,15
B1,As of 2010 ; the municipality had a total population of 8;343 ; up from 7;172 as of 2005 .,2,past simple,23
B1,When the U.S. joined World War II in December 1941 ; it was thought to be a luxury to fly .,2,present simple,15
A2,The terracotta army figures were made in workshops .,1,past simple passive,22
B1,The tiger shark is often found close to the coast ; mainly in tropical and subtropical waters throughout the world .,2,present simple passive,14
A2,The movie was a flop .,1,past simple,23
A2,The important material of a given era is often its defining point .,1,present continuous,11
A2,He died 23 December 2018 in Mumbai at the age of 86 after a brief illness .,1,past simple,23
B1,There are various factors that can make a seller more or less willing to produce and sell a good .,2,present simple,15
A2,Modern ketchup emerged in the early years of the 20th century .,1,past simple,23
B1,Buchi Emecheta suffered a stroke in 2010 ; and she died in London on 25 January 2017 ; aged 72 .,2,past simple,23
B1,Emecheta died in her sleep at her home in London on 25 January 2017 from complications of a stroke ; aged 72 .,2,past simple passive,22
A2,The city is situated in a lake region of forests and plains .,1,present simple passive,14
A2,The town is near a lake region of forests and plains .,1,present simple,15
B1,Asian elephants are usually smaller than African elephants .,2,present simple,15
A2,In general ; Asian elephants are smaller than African elephants and have the highest body point on the head .,1,present simple,15
A2,The species within this family vary in size from 1.5 to .,1,present simple,15
B1,The species in this family vary in size ; from 1.5 cm to 12 cm .,2,present simple,15
B1,The median income for a household in the county was $ 64;294 .,2,past simple,23
B1,Gathering is the traditional job of the women and children .,2,present simple,15
B1,Modern video cameras have numerous designs and uses .,2,present simple,15
B1,Currently the university has about 27;000 students and employs about 4;600 people .,2,present simple,15
A2,The western grey kangaroo is one of the largest kangaroos .,1,present simple,15
A2,The fourth- generation iPad is shipped with iOS 6.0 and later ; iOS 7 .,1,present simple,15
B1,The fourth generation iPad shipped with iOS 6.1 .,2,past simple,23
B1,The line joins central Singapore to the north-eastern part of the island .,2,present simple,15
B1,As the name implies ; the line connects central Singapore to the north-eastern and south -western parts of the island .,2,present simple,15
B1,AS - 90D - Modified for desert use .,2,past simple,23
A2,AS -90D - Changed for use in the desert .,1,past simple,23
B1,The islands are a popular destination for Western tourists .,2,present simple,15
B1,The islands are a popular destination for tourists .,2,present simple,15
B1,French explorers and fur traders were the first recorded Europeans to pass through this region .,2,present simple,15
B1,Individual animals regularly clean themselves and put their fur ; feathers or other skin coverings in good order .,2,present simple,15
B1,Caramel sauce is made from heating water and caster sugar at a low to medium temperature .,2,present simple,15
A2,In 2010 ; there was an estimated 8;638 Kayapo people .,1,past simple,23
B1,Geordi was born blind and must wear a VISOR to help him see .,2,present simple,15
B1,As of 2017 ; the books had collectively sold more than seven million copies ; and appeared on numerous childrens ' best-seller lists .,2,past perfect,21
B1,An elbow drop is where a wrestler jumps or falls down onto their opponent while driving their elbow into anywhere on the opponent 's body .,2,present simple,15
A2,On television ; breaking the fourth wall has been done throughout the history of the medium .,1,present simple,15
A2,On television ; breaking the fourth wall is rare .,1,present simple,15
B1,Some backpacks are specifically designed to carry certain items .,2,present simple,15
B1,The province has 8 districts and 28 municipalities .,2,present simple,15
B1,It is made up of 8 districts and 28 municipalities .,2,present simple passive,14
B1,Music and sport are the only fields that largely fall outside the station 's remit .,2,present simple,15
A2,Not all musical instruments make notes of a certain pitch .,1,present simple,15
B1,Not all musical instruments make notes with a clear pitch .,2,present simple,15
B1,By the end of 2008 ; there were a total of 14 schools serving approximately 9;268 students .,2,present simple,15
B1,There are two kinds of adverbs : first form and second form .,2,present simple,15
A2,In multiplayer mode ; up to 4 people can play against each other non-stop .,1,future simple,7
B1,In the 18th and 19th centuries ; French literature and poetry reached its best .,2,past simple,23
A2,Frequently two types of sports competition are played in this rural community .,1,present simple passive,14
B1,The use of military units for civilian police is common to many eras and cultures .,2,present simple,15
B1,In the United States most employment in the field requires either a masters degree in statistics or a related field or a PhD .,2,present simple,15
B1,The award consists of 100;000 Taka ; an 18 carat gold medal weighing 3 tolas .,2,present continuous,11
B1,Nematode species look very similar to one another .,2,present simple,15
A2,The complex consists of two temples .,1,present simple,15
A2,Most of the area around these mountain villages is covered with trees .,1,present simple passive,14
B1,The game starts by purchasing foods ; toys ; and furniture to attract cats to the player 's home .,2,present continuous,11
B1,Gameplay revolves around the player purchasing food ; cat toys ; and furniture to attract a variety of cats to their home .,2,present simple,15
B1,One of the first ; and most powerful ; techniques to improve performance is the use of instruction pipelining .,2,present simple,15
A2,This species may be seen flying from April-October in the south .,1,future simple passive,6
B1,This species may be seen flying from April to October in the south ; while in the north it flies from summer to early fall .,2,present simple,15
A2,Arns died on January 12 ; 2010 as a result of the 2010 Haiti earthquake .,1,past simple,23
B1,The climate of Ghana is tropical and there are two main seasons : the wet season and the dry season .,2,present simple,15
A2,There are two main seasons in Ghana : the wet and the dry seasons .,1,present simple,15
